id,a,b,a_times_b,template_a,template_b,digits_a,digits_b,nonzero_a,nonzero_b,digit_total,nonzero_total,complexity_c,stratum_id,split
mm_00238,94000509,550909080,51785733932721720,DD000D0D,DD0D0D0D0,8,9,4,5,17,9,153,d17_nz9,test
mm_00239,6145,363683361,2234834253345,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_00240,519410895,3235525,1680566936044875,DDDDD0DDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,train
mm_00241,51878038,356459165,18492402107318270,DDDDD0DD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_00242,648093400,960070,622215030538000,DDD0DDD00,DD00D0,9,6,6,3,15,9,135,d15_nz9,train
mm_00243,324961339,968486544,314720684141722416,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00244,618000040,70012007,43267423126480280,DDD0000D0,D00DD00D,9,8,4,4,17,8,136,d17_nz8,train
mm_00245,108087010,837044764,90473665776915640,D0D0DD0D0,DDD0DDDDD,9,9,5,8,18,13,234,d18_nz13,test
mm_00246,305000017,509101390,155275932604723630,D0D0000DD,D0DD0DDD0,9,9,4,6,18,10,180,d18_nz10,test
mm_00247,3972898,10154020,40340885749960,DDDDDDD,D0DDD0D0,7,8,7,5,15,12,180,d15_nz12,val
mm_00248,215151939,6420736,1381433800207104,DDDDDDDDD,DDD0DDD,9,7,9,6,16,15,240,d16_nz15,train
mm_00249,223875171,805400506,180309176004236526,DDDDDDDDD,D0DD00D0D,9,9,9,5,18,14,252,d18_nz14,train
mm_00250,9,329806,2968254,D,DDDD0D,1,6,1,5,7,6,42,d7_nz6,val
mm_00251,684523609,30660000,20987493851940000,DDDDDDD0D,D0DD0000,9,8,8,3,17,11,187,d17_nz11,val
mm_00252,7182703,29587892,212521040632076,DDDDD0D,DDDDDDDD,7,8,6,8,15,14,210,d15_nz14,train
mm_00253,5723902,41159292,235591753797384,DDDDD0D,DDDDDDDD,7,8,6,8,15,14,210,d15_nz14,test
mm_00254,3930,37406040,147005737200,DDD0,DDD0D0D0,4,8,3,5,12,8,96,d12_nz8,train
mm_00255,83016,601000020,49892617660320,DD0DD,D0D0000D0,5,9,4,3,14,7,98,d14_nz7,train
mm_00256,40825349,3606,147216208494,D0DDDDDD,DD0D,8,4,7,3,12,10,120,d12_nz10,test
mm_00257,57854,20887279,1208412639266,DDDDD,D0DDDDDD,5,8,5,7,13,12,156,d13_nz12,val
mm_00258,77482520,95384113,7390601443204760,DDDDDDD0,DDDDDDDD,8,8,7,8,16,15,240,d16_nz15,train
mm_00259,71135678,689635582,49057694698494596,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,val
mm_00260,963631249,9456528,9112605887843472,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_00261,906,100695,91229670,D0D,D00DDD,3,6,2,4,9,6,54,d9_nz6,val
mm_00262,792624449,6849832,5429344314742568,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,val
mm_00263,523665126,456330792,238964521690359792,DDDDDDDDD,DDDDD0DDD,9,9,9,8,18,17,306,d18_nz17,train
mm_00264,69593959,398169698,27710205637654382,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_00265,21093009,81008992,1708723397336928,DD0DD00D,DD00DDDD,8,8,5,6,16,11,176,d16_nz11,train
mm_00266,732653368,240237542,176010844266341456,DDDDDDDDD,DD0DDDDDD,9,9,9,8,18,17,306,d18_nz17,train
mm_00267,936585574,15538,14552666648812,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,train
mm_00268,100002,462947263,46295652194526,D0000D,DDDDDDDDD,6,9,2,9,15,11,165,d15_nz11,train
mm_00269,78237038,980109894,76680895021053972,DDDDD0DD,DD0D0DDDD,8,9,7,7,17,14,238,d17_nz14,train
mm_00270,6442906,706453096,4551610890936976,DDDDD0D,D0DDDD0DD,7,9,6,7,16,13,208,d16_nz13,train
mm_00271,80300060,700,56210042000,D0D000D0,D00,8,3,3,1,11,4,44,d11_nz4,train
mm_00272,778479542,50200139,39079781217056338,DDDDDDDDD,D0D00DDD,9,8,9,5,17,14,238,d17_nz14,test
mm_00273,437067030,183937282,80392921550012460,DDD0DD0D0,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_00274,20000800,6300500,126015040400000,D0000D00,DD00D00,8,7,2,3,15,5,75,d15_nz5,val
mm_00275,905077451,9943033,8999214962848883,D0D0DDDDD,DDDD0DD,9,7,7,6,16,13,208,d16_nz13,val
mm_00276,50133394,981246851,49193234992442294,D0DDDDDD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,test
mm_00277,401600,17814,7154102400,D0DD00,DDDDD,6,5,3,5,11,8,88,d11_nz8,train
mm_00278,3658531,999116320,3655298029325920,DDDDDDD,DDDDDDDD0,7,9,7,8,16,15,240,d16_nz15,train
mm_00279,763733346,7000300,5346362542003800,DDDDDDDDD,D000D00,9,7,9,2,16,11,176,d16_nz11,val
mm_00280,625197855,854495414,534228699940136970,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00281,57678641,27588973,1591294469225693,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_00282,9803700,362040569,3549337126305300,DD0DD00,DDD0D0DDD,7,9,4,7,16,11,176,d16_nz11,train
mm_00283,413216506,220493258,91111453667316548,DDDDDDD0D,DD0DDDDDD,9,9,8,8,18,16,288,d18_nz16,train
mm_00284,115000000,400000080,46000009200000000,DDD000000,D000000D0,9,9,3,2,18,5,90,d18_nz5,train
mm_00285,50150788,42093495,2111021943924060,D0DD0DDD,DD0DDDDD,8,8,6,7,16,13,208,d16_nz13,train
mm_00286,579051435,611920180,354333258334458300,DDD0DDDDD,DDDDD0DD0,9,9,8,7,18,15,270,d18_nz15,train
mm_00287,540501409,500060581,270283448615858629,DD0D0DD0D,D000D0DDD,9,9,6,5,18,11,198,d18_nz11,train
mm_00288,742213365,237469925,176253352120547625,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00289,614009500,96387471,59182822874974500,DDD00DD00,DDDDDDDD,9,8,5,8,17,13,221,d17_nz13,train
mm_00290,81202,72645855,5898988717710,DDD0D,DDDDDDDD,5,8,4,8,13,12,156,d13_nz12,test
mm_00291,792558,908462253,720009026313174,DDDDDD,D0DDDDDDD,6,9,6,8,15,14,210,d15_nz14,train
mm_00292,95000,5547330,526996350000,DD000,DDDDDD0,5,7,2,6,12,8,96,d12_nz8,train
mm_00293,100000000,4823627,482362700000000,D00000000,DDDDDDD,9,7,1,7,16,8,128,d16_nz8,test
mm_00294,2070040,7060,14614482400,D0D00D0,D0D0,7,4,3,2,11,5,55,d11_nz5,train
mm_00295,239837488,800201028,191918204450537664,DDDDDDDDD,D00D0D0DD,9,9,9,5,18,14,252,d18_nz14,train
mm_00296,560550,3262582,1828840340100,DD0DD0,DDDDDDD,6,7,4,7,13,11,143,d13_nz11,val
mm_00297,53414575,400550000,21395208016250000,DDDDDDDD,D00DD0000,8,9,8,3,17,11,187,d17_nz11,train
mm_00298,90200070,558945764,50416947039003480,D0D000D0,DDDDDDDDD,8,9,3,9,17,12,204,d17_nz12,val
mm_00299,47640147,300000000,14292044100000000,DDDD0DDD,D00000000,8,9,7,1,17,8,136,d17_nz8,test
mm_00300,200000000,1027,205400000000,D00000000,D0DD,9,4,1,3,13,4,52,d13_nz4,train
mm_00301,478328568,420048002,200920959287921136,DDDDDDDDD,DD00DD00D,9,9,9,5,18,14,252,d18_nz14,train
mm_00302,369880000,802117859,296687353686920000,DDDDD0000,D0DDDDDDD,9,9,5,8,18,13,234,d18_nz13,train
mm_00303,350130800,46000700,16106261891560000,DD0DD0D00,DD000D00,9,8,5,3,17,8,136,d17_nz8,train
mm_00304,49370,795700,39283709000,DDDD0,DDDD00,5,6,4,4,11,8,88,d11_nz8,train
mm_00305,284676737,1428893,406772596762141,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_00306,853246352,29008090,24751046970987680,DDDDDDDDD,DD00D0D0,9,8,9,4,17,13,221,d17_nz13,test
mm_00307,497621234,5985,2978263085490,DDDDDDDDD,DDDD,9,4,9,4,13,13,169,d13_nz13,train
mm_00308,4034503,6696881,27018586485143,D0DDD0D,DDDDDDD,7,7,5,7,14,12,168,d14_nz12,train
mm_00309,20920100,20000790,418418526879000,D0DD0D00,D0000DD0,8,8,4,3,16,7,112,d16_nz7,train
mm_00310,481746856,107508000,51791640994848000,DDDDDDDDD,D0DD0D000,9,9,9,4,18,13,234,d18_nz13,val
mm_00311,410503154,167266758,68663531718354732,DD0D0DDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_00312,30500770,30400005,927223560503850,D0D00DD0,D0D0000D,8,8,4,3,16,7,112,d16_nz7,train
mm_00313,895732060,33799301,30275117511290060,DDDDDD0D0,DDDDDD0D,9,8,7,7,17,14,238,d17_nz14,test
mm_00314,19417315,1594958,30969801897770,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_00315,376584983,912487291,343629010968951053,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00316,515219007,20442924,10532583003456468,DDDDDD00D,D0DDDDDD,9,8,7,7,17,14,238,d17_nz14,train
mm_00317,890000000,696247016,619659844240000000,DD0000000,DDDDDD0DD,9,9,2,8,18,10,180,d18_nz10,test
mm_00318,42018661,340996299,14328207889935639,DD0DDDDD,DD0DDDDDD,8,9,7,8,17,15,255,d17_nz15,train
mm_00319,7401310,2075,15357718250,DD0DDD0,D0DD,7,4,5,3,11,8,88,d11_nz8,test
mm_00320,837329273,66299670,55514654481239910,DDDDDDDDD,DDDDDDD0,9,8,9,7,17,16,272,d17_nz16,test
mm_00321,900545127,872463871,785693087512606617,D00DDDDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,val
mm_00322,86978857,904220276,78648046082704532,DDDDDDDD,D0DDD0DDD,8,9,8,7,17,15,255,d17_nz15,train
mm_00323,58395145,890740073,52014895720145585,DDDDDDDD,DD0DD00DD,8,9,8,6,17,14,238,d17_nz14,train
mm_00324,327213,2000008,654428617704,DDDDDD,D00000D,6,7,6,2,13,8,104,d13_nz8,test
mm_00325,98,283,27734,DD,DDD,2,3,2,3,5,5,25,d5_nz5,train
mm_00326,27094702,7348060,199093495978120,DD0DDD0D,DDDD0D0,8,7,6,5,15,11,165,d15_nz11,train
mm_00327,6080603,684332271,4161152860039413,D0D0D0D,DDDDDDDDD,7,9,4,9,16,13,208,d16_nz13,test
mm_00328,1003509,520580765,522407482904385,D00DD0D,DD0DD0DDD,7,9,4,7,16,11,176,d16_nz11,train
mm_00329,730003808,353044330,257723705292808640,DD000DD0D,DDD0DDDD0,9,9,5,7,18,12,216,d18_nz12,train
mm_00330,90570095,3165383,286689039021385,D0DD00DD,DDDDDDD,8,7,5,7,15,12,180,d15_nz12,train
mm_00331,50040000,517208,25881088320000,D00D0000,DDDD0D,8,6,2,5,14,7,98,d14_nz7,train
mm_00332,451170154,439216045,198161170661920930,DDDDD0DDD,DDDDDD0DD,9,9,8,8,18,16,288,d18_nz16,train
mm_00333,36552185,161368584,5898374335556040,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_00334,30000030,43107083,1293213783212490,D00000D0,DDD0D0DD,8,8,2,6,16,8,128,d16_nz8,train
mm_00335,444441670,5430247,2413428045192490,DDDDDDDD0,DDD0DDD,9,7,8,6,16,14,224,d16_nz14,train
mm_00336,370003,40611407,15026342424221,DD000D,D0DDDD0D,6,8,3,6,14,9,126,d14_nz9,train
mm_00337,195980209,62002040,12151172757626360,DDDDD0D0D,DD00D0D0,9,8,7,4,17,11,187,d17_nz11,test
mm_00338,1577,934495442,1473699312034,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_00339,700,500000100,350000070000,D00,D00000D00,3,9,1,2,12,3,36,d12_nz3,train
mm_00340,5882,849,4993818,DDDD,DDD,4,3,4,3,7,7,49,d7_nz7,train
mm_00341,90965591,871477739,79274487571478749,D0DDDDDD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,val
mm_00342,665392594,22,14638637068,DDDDDDDDD,DD,9,2,9,2,11,11,121,d11_nz11,train
mm_00343,608901300,316858284,192935421043369200,D0DD0DD00,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,test
mm_00344,210484082,330527015,69570675328475230,DD0DDD0DD,DD0DDD0DD,9,9,7,7,18,14,252,d18_nz14,val
mm_00345,300000001,803400480,241020144803400480,D0000000D,D0DD00DD0,9,9,2,5,18,7,126,d18_nz7,train
mm_00346,279050535,237751700,66344739082159500,DDD0D0DDD,DDDDDDD00,9,9,7,7,18,14,252,d18_nz14,train
mm_00347,139136841,526507330,73256566659544530,DDDDDDDDD,DDDD0DDD0,9,9,9,7,18,16,288,d18_nz16,train
mm_00348,32747,18000000,589446000000,DDDDD,DD000000,5,8,5,2,13,7,91,d13_nz7,test
mm_00349,491299742,3497619,1718379312314298,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,test
mm_00350,8195928,348231,2854076203368,DDDDDDD,DDDDDD,7,6,7,6,13,13,169,d13_nz13,train
mm_00351,40000000,600000000,24000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,train
mm_00352,6000,975537,5853222000,D000,DDDDDD,4,6,1,6,10,7,70,d10_nz7,train
mm_00353,862583283,21531945,18573095807475435,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,test
mm_00354,46184445,100000,4618444500000,DDDDDDDD,D00000,8,6,8,1,14,9,126,d14_nz9,train
mm_00355,520067708,98328165,51137303403395820,DD00DDD0D,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,test
mm_00356,994542366,79222120,78789754664335920,DDDDDDDDD,DDDDDDD0,9,8,9,7,17,16,272,d17_nz16,train
mm_00357,675073582,500000,337536791000000,DDD0DDDDD,D00000,9,6,8,1,15,9,135,d15_nz9,train
mm_00358,5000001,6250673,31253371250673,D00000D,DDD0DDD,7,7,2,6,14,8,112,d14_nz8,train
mm_00359,19824751,432487,8573947085737,DDDDDDDD,DDDDDD,8,6,8,6,14,14,196,d14_nz14,test
mm_00360,15418571,98812891,1523553575598761,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_00361,2900060,48268361,139981143001660,DD000D0,DDDDDDDD,7,8,3,8,15,11,165,d15_nz11,test
mm_00362,9921656,112455,1115739825480,DDDDDDD,DDDDDD,7,6,7,6,13,13,169,d13_nz13,train
mm_00363,760200875,365969509,278210340965120375,DD0D00DDD,DDDDDDD0D,9,9,6,8,18,14,252,d18_nz14,train
mm_00364,65333925,917425819,59939029651609575,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_00365,71093003,300000000,21327900900000000,DD0DD00D,D00000000,8,9,5,1,17,6,102,d17_nz6,train
mm_00366,36847068,45634883,1681511637073044,DDDDD0DD,DDDDDDDD,8,8,7,8,16,15,240,d16_nz15,train
mm_00367,3003000,485506000,1457974518000000,D00D000,DDDD0D000,7,9,2,5,16,7,112,d16_nz7,train
mm_00368,60088,1020,61289760,D00DD,D0D0,5,4,3,2,9,5,45,d9_nz5,train
mm_00369,35254951,85090095,2999847129810345,DDDDDDDD,DD0D00DD,8,8,8,5,16,13,208,d16_nz13,train
mm_00370,10,2492,24920,D0,DDDD,2,4,1,4,6,5,30,d6_nz5,test
mm_00371,70644600,97877171,6914493594426600,D0DDDD00,DDDDDDDD,8,8,5,8,16,13,208,d16_nz13,train
mm_00372,44007084,55628000,2448026068752000,DD00D0DD,DDDDD000,8,8,5,5,16,10,160,d16_nz10,train
mm_00373,219010100,728386527,159524006116922700,DDD0D0D00,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,train
mm_00374,74423591,79358,5906107334578,DDDDDDDD,DDDDD,8,5,8,5,13,13,169,d13_nz13,test
mm_00375,2869003,844731986,2423538602029958,DDDD00D,DDDDDDDDD,7,9,5,9,16,14,224,d16_nz14,train
mm_00376,472379749,70180549,33151870121302201,DDDDDDDDD,D0DD0DDD,9,8,9,6,17,15,255,d17_nz15,train
mm_00377,926407,592439835,548840410222845,DDDD0D,DDDDDDDDD,6,9,5,9,15,14,210,d15_nz14,train
mm_00378,795257925,680508080,541179443646534000,DDDDDDDDD,DD0D0D0D0,9,9,9,5,18,14,252,d18_nz14,train
mm_00379,1531141,1316022,2015015241102,DDDDDDD,DDDD0DD,7,7,7,6,14,13,182,d14_nz13,test
mm_00380,29403601,200060000,5882484416060000,DDD0DD0D,D000D0000,8,9,6,2,17,8,136,d17_nz8,val
mm_00381,2826192,996479912,2816243555455104,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_00382,739646879,166496977,123148969400984783,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00383,2000,81477,162954000,D000,DDDDD,4,5,1,5,9,6,54,d9_nz6,train
mm_00384,540085080,372121,200977000054680,DD00DD0D0,DDDDDD,9,6,5,6,15,11,165,d15_nz11,train
mm_00385,282363,296693312,83775213656256,DDDDDD,DDDDDDDDD,6,9,6,9,15,15,225,d15_nz15,test
mm_00386,493893053,592459773,292611766066656969,DDDDDD0DD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_00387,14930105,734827022,10971044595297310,DDDD0D0D,DDDDDD0DD,8,9,6,8,17,14,238,d17_nz14,val
mm_00388,6708350,94481845,633817284905750,DD0DDD0,DDDDDDDD,7,8,5,8,15,13,195,d15_nz13,test
mm_00389,1,5000,5000,D,D000,1,4,1,1,5,2,10,d5_nz2,train
mm_00390,190196558,860970048,163753539670694784,DD0DDDDDD,DD0DD00DD,9,9,8,6,18,14,252,d18_nz14,train
mm_00391,16812155,479843983,8067211418013365,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_00392,8510726,256502345,2183021176652470,DDD0DDD,DDDD0DDDD,7,9,6,8,16,14,224,d16_nz14,train
mm_00393,500000000,50800580,25400290000000000,D00000000,D0D00DD0,9,8,1,4,17,5,85,d17_nz5,train
mm_00394,50410680,40090,2020964161200,D0DD0DD0,D00D0,8,5,5,2,13,7,91,d13_nz7,val
mm_00395,96058046,39931061,3835699694366806,DD0DD0DD,DDDDD0DD,8,8,6,7,16,13,208,d16_nz13,train
mm_00396,12888389,1699030,21897759562670,DDDDDDDD,DDDD0D0,8,7,8,5,15,13,195,d15_nz13,train
mm_00397,46469228,70000350,3252862224229800,DDDDDDDD,D0000DD0,8,8,8,3,16,11,176,d16_nz11,train
mm_00398,348774994,972297215,339112955327841710,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00399,22683058,3020490,68513949858420,DDDDD0DD,D0D0DD0,8,7,7,4,15,11,165,d15_nz11,train
mm_00400,20204600,940100,18994344460000,D0D0DD00,DD0D00,8,6,4,3,14,7,98,d14_nz7,train
mm_00401,712099150,55073,39217436487950,DDD0DDDD0,DD0DD,9,5,7,4,14,11,154,d14_nz11,train
mm_00402,101800963,335460800,34150232488750400,D0DD00DDD,DDDDD0D00,9,9,6,6,18,12,216,d18_nz12,test
mm_00403,690400,331500071,228867649018400,DD0D00,DDDD000DD,6,9,3,6,15,9,135,d15_nz9,val
mm_00404,223784942,119433298,26727373665798716,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00405,837778661,473288972,396511401228226492,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00406,618938738,72156325,44660344734217850,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_00407,906004889,210643513,190844052614135057,D0D00DDDD,DD0DDDDDD,9,9,6,8,18,14,252,d18_nz14,val
mm_00408,600077,100600000,60367746200000,D000DD,D00D00000,6,9,3,2,15,5,75,d15_nz5,train
mm_00409,664688196,73636541,48945339596970036,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,test
mm_00410,601000000,34068,20474868000000,D0D000000,DD0DD,9,5,2,4,14,6,84,d14_nz6,train
mm_00411,146381675,127819293,18710402206655775,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00412,39001066,89748913,3500303279341258,DD00D0DD,DDDDDDDD,8,8,5,8,16,13,208,d16_nz13,train
mm_00413,4836140,57027005,275790579960700,DDDDDD0,DD0DD00D,7,8,6,5,15,11,165,d15_nz11,train
mm_00414,571126768,400400908,228679676490305344,DDDDDDDDD,D00D00D0D,9,9,9,4,18,13,234,d18_nz13,train
mm_00415,3320,8817578,29274358960,DDD0,DDDDDDD,4,7,3,7,11,10,110,d11_nz10,train
mm_00416,208005,807000,167860035000,D0D00D,D0D000,6,6,3,2,12,5,60,d12_nz5,train
mm_00417,671364583,93959355,63080983188523965,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_00418,88004000,592068538,52104399618152000,DD00D000,DDD0DDDDD,8,9,3,8,17,11,187,d17_nz11,train
mm_00419,965413184,70096140,67671737703509760,DDDDDDDDD,D00DDDD0,9,8,9,5,17,14,238,d17_nz14,train
mm_00420,69628105,456875706,31811389629317130,DDDDDD0D,DDDDDDD0D,8,9,7,8,17,15,255,d17_nz15,train
mm_00421,88941,77538811,6896379389151,DDDDD,DDDDDDDD,5,8,5,8,13,13,169,d13_nz13,test
mm_00422,8365564,2607047,21809418529508,DDDDDDD,DD0D0DD,7,7,7,5,14,12,168,d14_nz12,test
mm_00423,576475,697011505,401809707344875,DDDDDD,DDD0DDD0D,6,9,6,7,15,13,195,d15_nz13,train
mm_00424,289260207,97,28058240079,DDDDD0D0D,DD,9,2,7,2,11,9,99,d11_nz9,test
mm_00425,43779440,260006300,11382930210472000,DDDDDDD0,DD000DD00,8,9,7,4,17,11,187,d17_nz11,train
mm_00426,9043830,846097586,7651962731194380,D0DDDD0,DDD0DDDDD,7,9,5,8,16,13,208,d16_nz13,train
mm_00427,731382567,518000505,378856539054196335,DDDDDDDDD,DDD000D0D,9,9,9,5,18,14,252,d18_nz14,val
mm_00428,934599959,9880786,9234582190487774,DDDDDDDDD,DDD0DDD,9,7,9,6,16,15,240,d16_nz15,test
mm_00429,745977171,222353925,165870951932246175,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_00430,873500,972674633,849631291925500,DDDD00,DDDDDDDDD,6,9,4,9,15,13,195,d15_nz13,train
mm_00431,405970138,892213433,362212010520463754,D0DDD0DDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_00432,300077,791606,237542753662,D000DD,DDDD0D,6,6,3,5,12,8,96,d12_nz8,test
mm_00433,45317912,11695811,530029733666632,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,val
mm_00434,8000250,643833874,5150831950468500,D000DD0,DDDDDDDDD,7,9,3,9,16,12,192,d16_nz12,train
mm_00435,792930132,701040200,555875898323306400,DDDDD0DDD,D0D0D0D00,9,9,8,4,18,12,216,d18_nz12,train
mm_00436,5564593,2565186,14274216059298,DDDDDDD,DDDDDDD,7,7,7,7,14,14,196,d14_nz14,train
mm_00437,550183723,678178346,373122687260262158,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_00438,490000,862402958,422577449420000,DD0000,DDDD0DDDD,6,9,2,8,15,10,150,d15_nz10,test
mm_00439,4000000,9284,37136000000,D000000,DDDD,7,4,1,4,11,5,55,d11_nz5,test
mm_00440,29,70806,2053374,DD,D0D0D,2,5,2,3,7,5,35,d7_nz5,val
mm_00441,470104859,684166765,321630120592811135,DD0D0DDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_00442,444331314,51317,22801750040538,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,train
mm_00443,340975,2951379,1006346454525,DD0DDD,DDDDDDD,6,7,5,7,13,12,156,d13_nz12,train
mm_00444,302525,100024,30259760600,D0DDDD,D000DD,6,6,5,3,12,8,96,d12_nz8,train
mm_00445,200990002,800400039,160872405439410078,D00DD000D,D00D000DD,9,9,4,4,18,8,144,d18_nz8,train
mm_00446,80043159,687193556,55005143066683404,D00DDDDD,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,train
mm_00447,967598457,173480854,167859806649442278,DDDDDDDDD,DDDDD0DDD,9,9,9,8,18,17,306,d18_nz17,val
mm_00448,40000,81941383,3277655320000,D0000,DDDDDDDD,5,8,1,8,13,9,117,d13_nz9,train
mm_00449,926219,751408276,695968621988444,DDDDDD,DDDD0DDDD,6,9,6,8,15,14,210,d15_nz14,val
mm_00450,12101013,37571679,454655376010827,DDD0D0DD,DDDDDDDD,8,8,6,8,16,14,224,d16_nz14,train
mm_00451,943946632,80776437,76248645651110184,DDDDDDDDD,D0DDDDDD,9,8,9,7,17,16,272,d17_nz16,train
mm_00452,423525131,71933,30465433248223,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,train
mm_00453,5213,5730711,29874196443,DDDD,DDD0DDD,4,7,4,6,11,10,110,d11_nz10,train
mm_00454,1832837,50100003,91825139198511,DDDDDDD,D0D0000D,7,8,7,3,15,10,150,d15_nz10,train
mm_00455,862495,768,662396160,DDDDDD,DDD,6,3,6,3,9,9,81,d9_nz9,test
mm_00456,759113002,707603056,537150680064534112,DDDDDD00D,D0DD0D0DD,9,9,7,6,18,13,234,d18_nz13,val
mm_00457,9187887,4568,41970267816,DDDDDDD,DDDD,7,4,7,4,11,11,121,d11_nz11,train
mm_00458,824107036,163921117,135088545868679212,DDDD0D0DD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_00459,87690101,732035050,64192227470040050,DDDD0D0D,DDD0DD0D0,8,9,6,6,17,12,204,d17_nz12,train
mm_00460,755484672,5121842,3869473123405824,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,val
mm_00461,195939952,600005090,117564968534355680,DDDDDDDDD,D0000D0D0,9,9,9,3,18,12,216,d18_nz12,val
mm_00462,721287177,6737952,4859998376841504,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_00463,78,172878382,13484513796,DD,DDDDDDDDD,2,9,2,9,11,11,121,d11_nz11,val
mm_00464,209000000,80790014,16885112926000000,D0D000000,D0DD00DD,9,8,2,5,17,7,119,d17_nz7,train
mm_00465,70004000,700000000,49002800000000000,D000D000,D00000000,8,9,2,1,17,3,51,d17_nz3,val
mm_00466,3496,216020,755205920,DDDD,DDD0D0,4,6,4,4,10,8,80,d10_nz8,train
mm_00467,678804792,18573097,12607507245880824,DDDD0DDDD,DDDDD0DD,9,8,8,7,17,15,255,d17_nz15,val
mm_00468,600000000,2000000,1200000000000000,D00000000,D000000,9,7,1,1,16,2,32,d16_nz2,train
mm_00469,17394254,408361006,7103135062059524,DDDDDDDD,D0DDDD00D,8,9,8,6,17,14,238,d17_nz14,train
mm_00470,544929108,92230105,50258868848396340,DDDDDDD0D,DDDD0D0D,9,8,8,6,17,14,238,d17_nz14,train
mm_00471,175332,106600058,18690401369256,DDDDDD,D0DD000DD,6,9,6,5,15,11,165,d15_nz11,train
mm_00472,9222641,4,36890564,DDDDDDD,D,7,1,7,1,8,8,64,d8_nz8,train
